repair_id,garage_id,user_id,calculated_distance_km,distance_score,is_nearby,is_very_close,specialization_match_score,historical_satisfaction_rate,total_repairs,avg_historical_cost,avg_completion_time,cost_reliability,time_reliability,overall_preference_score,distance_preference_match,price_preference_match,rating_preference_match,availability_score,current_utilization,avg_hourly_rate,price_competitiveness,cost_accuracy,avg_rating,num_reviews,years_in_business,certified,user_satisfied,satisfaction_score,would_recommend,final_cost,completion_days
REP0268,GAR020,USER393,12.023890457944288,0.07678197257794209,0,0,0.8,0.75,20,56817.35,4.6,0.16339256973788002,0.21516305588453097,0.3333333333333333,0,0,1,0.0,1.0,2286,1.5063429571303586,0.7540578094700036,4.05,48,28,1,0,0.532,0,163196,15
REP0269,GAR013,USER228,2.4062099229888787,0.2935814358507067,1,0,0.3,0.5833333333333334,12,93066.75,4.416666666666667,0.08795491592200202,0.2519992036988993,1.0,1,1,1,0.16666666666666666,0.8333333333333334,1500,2.2956666666666665,0.7823843744241754,4.28,26,8,1,0,0.622,1,317184,8
REP0270,GAR074,USER082,8.966560355694837,0.10033551840466261,0,0,0.3,0.6923076923076923,13,46670.230769230766,3.3076923076923075,0.24567836158179848,0.3228924537270601,0.6666666666666666,0,1,1,0.4,0.6,3692,0.9326923076923077,0.7782151291776999,3.73,15,9,0,1,0.482,0,34144,3
REP0271,GAR025,USER319,14.594395065933627,0.06412560383214394,0,0,0.3,0.7857142857142857,14,86684.07142857143,6.142857142857143,0.11585119531442793,0.19150232340508494,0.6666666666666666,0,1,1,0.2,0.8,1805,1.9077562326869806,0.8853633390216155,4.23,68,27,1,1,0.677,0,62705,5
REP0272,GAR016,USER360,16.905041293209646,0.055850192335453734,0,0,0.3,0.7142857142857143,7,167749.0,5.0,0.053122527291033915,0.2402530733520421,0.6666666666666666,0,1,1,0.25,0.75,3149,1.0935217529374404,0.7541232027065126,4.22,32,24,0,0,0.538,0,35353,1
REP0273,GAR019,USER313,15.418326132732393,0.06090754879124676,0,0,0.3,0.8666666666666667,15,194796.66666666666,6.133333333333334,0.05346070332166303,0.17532800504040771,0.3333333333333333,0,0,1,0.7142857142857143,0.2857142857142857,3800,0.9061842105263158,0.8679423121750499,4.1,50,7,1,1,0.671,0,111699,3
REP0274,GAR025,USER112,6.659965312091835,0.13054889405588097,0,0,0.3,0.7857142857142857,14,86684.07142857143,6.142857142857143,0.11585119531442793,0.19150232340508494,0.6666666666666666,1,0,1,0.2,0.8,1805,1.9077562326869806,0.8550718928501083,4.23,68,27,1,0,0.667,1,282178,11
REP0275,GAR099,USER106,17.717014109500987,0.0534273252213016,0,0,0.3,0.6875,16,88555.4375,4.625,0.08645829599845187,0.21099585724104145,0.3333333333333333,0,0,1,0.4,0.6,3536,0.9738404977375565,0.8806042622066361,4.1,103,28,1,1,0.6,0,20748,3
REP0276,GAR069,USER043,5.411372908325559,0.15597283363465553,0,0,0.3,0.6428571428571429,14,42513.92857142857,2.2857142857142856,0.2687856217315105,0.38612980511405803,1.0,1,1,1,0.0,1.0,3856,0.8930238589211619,0.7962192913084517,4.15,61,22,0,0,0.559,0,94374,4
REP0277,GAR100,USER360,10.27420936250746,0.08869801578508148,0,0,0.3,0.5,12,50532.75,2.5,0.2385268799622957,0.3308410429790291,0.6666666666666666,1,0,1,0.625,0.375,4638,0.742453643811988,0.8800369284240253,4.19,56,1,1,0,0.599,0,32410,1
REP0278,GAR076,USER174,16.554516946433637,0.05696539546211548,0,0,0.3,0.7777777777777778,18,55459.27777777778,3.888888888888889,0.1260974927616212,0.23619397033456754,0.3333333333333333,0,0,1,1.0,0.0,1906,1.8066631689401889,0.8365337011104038,4.18,21,9,0,1,0.612,1,47311,3
REP0279,GAR006,USER386,14.097624579939252,0.06623558525416876,0,0,0.8,0.6363636363636364,11,228740.72727272726,6.090909090909091,0.045374131532594966,0.16424916464235856,0.3333333333333333,0,0,1,0.14285714285714285,0.8571428571428571,4792,0.718593489148581,0.8804787809546868,4.2,15,8,0,1,0.59,0,116372,4
REP0280,GAR009,USER248,11.487031412906244,0.08008308515716779,0,0,0.8,0.875,8,228538.25,7.375,0.06899573123913177,0.2516930366882444,0.6666666666666666,0,1,1,0.5,0.5,3662,0.9403331512834516,0.8518928562613929,3.86,59,25,1,1,0.544,0,325625,8
REP0281,GAR047,USER061,11.271143409404166,0.08149199847453789,0,0,0.8,0.5833333333333334,12,50628.25,4.25,0.1701932961121203,0.24343292207814549,0.6666666666666666,1,0,1,0.6,0.4,2328,1.4791666666666667,0.7515994063003812,4.0,37,11,1,0,0.566,0,195135,12
REP0282,GAR065,USER187,15.88177885968415,0.059235463769053864,0,0,1.0,0.6,5,71702.4,4.2,0.24880811889864107,0.3156617132075351,0.6666666666666666,0,1,1,0.8,0.2,3671,0.9380277853445927,0.8838146615200979,3.91,16,21,1,1,0.735,1,72004,3
REP0283,GAR008,USER192,11.609085505689416,0.07930789267380131,0,0,1.0,0.8,15,139390.53333333333,6.2,0.07515076110408979,0.19185656741240167,0.6666666666666666,0,1,1,0.8,0.2,2761,1.2471930459978269,0.857362495660368,3.98,25,5,0,1,0.784,1,23039,2
REP0284,GAR050,USER128,19.539466389399937,0.04868675656131372,0,0,1.0,0.7,10,176583.3,8.5,0.07515839349575335,0.14548268842493628,0.6666666666666666,0,1,1,0.875,0.125,3950,0.8717721518987341,0.8263975900402548,4.03,50,16,1,0,0.64,0,352184,14
REP0285,GAR086,USER327,18.879417841519412,0.050303283927733394,0,0,1.0,0.9166666666666666,12,33708.0,2.9166666666666665,0.3242417964102791,0.3262403967110093,0.3333333333333333,0,0,1,0.6666666666666666,0.3333333333333333,2204,1.5623865698729582,0.7557863337568359,4.1,35,5,0,1,0.528,0,22524,1
REP0286,GAR094,USER174,12.911147356434522,0.071884796730117,0,0,0.3,0.8333333333333334,6,91855.33333333333,4.166666666666667,0.08857306687104129,0.30973158488896735,0.3333333333333333,0,0,1,0.5,0.5,2416,1.4252897350993377,0.8968103381964565,4.07,26,1,0,1,0.656,0,69953,5
REP0287,GAR067,USER023,14.496996516524291,0.0645286329472753,0,0,0.8,0.42857142857142855,7,106892.0,4.285714285714286,0.07709803497440451,0.30407257711001867,0.6666666666666666,0,1,1,0.5,0.5,3443,1.0001452221899507,0.8706547762177081,3.94,15,30,1,1,0.692,0,83279,6
REP0288,GAR095,USER355,6.945489995454347,0.12585756203482792,0,0,0.3,0.75,4,52682.25,3.25,0.2705454483062769,0.31081424236808813,0.6666666666666666,0,1,1,0.8571428571428571,0.14285714285714285,2500,1.3774,0.8805950784932751,4.23,112,24,1,1,0.639,0,25884,2
REP0289,GAR025,USER038,18.00714939098296,0.052611781989486676,0,0,0.3,0.7857142857142857,14,86684.07142857143,6.142857142857143,0.11585119531442793,0.19150232340508494,0.0,0,0,0,0.2,0.8,1805,1.9077562326869806,0.8514319062903831,4.23,68,27,1,0,0.678,0,61275,4
REP0290,GAR068,USER356,15.864353151899614,0.05929667097177452,0,0,0.8,0.3333333333333333,9,96419.77777777778,5.0,0.1444352657380637,0.3483314773547883,1.0,1,1,1,1.0,0.0,3275,1.0514503816793894,0.8406860101391436,4.06,34,18,1,0,0.61,1,101322,4
REP0291,GAR016,USER377,4.398569853403055,0.18523424298560065,1,0,0.3,0.7142857142857143,7,167749.0,5.0,0.053122527291033915,0.2402530733520421,0.6666666666666666,1,0,1,0.25,0.75,3149,1.0935217529374404,0.9030739086465531,4.22,32,24,0,1,0.72,1,85727,6
REP0292,GAR075,USER241,16.440586544921423,0.05733752115643112,0,0,0.3,0.7,10,51893.3,3.9,0.2648183949410345,0.3193082240245573,0.3333333333333333,0,0,1,0.2,0.8,3683,0.9349714906326364,0.8982783545801025,3.89,15,28,0,0,0.655,1,75185,7
REP0293,GAR020,USER029,15.945930847244101,0.05901121685284282,0,0,1.0,0.75,20,56817.35,4.6,0.16339256973788002,0.21516305588453097,0.6666666666666666,1,0,1,0.0,1.0,2286,1.5063429571303586,0.8605412568696489,4.05,48,28,1,1,0.767,1,66235,4
REP0294,GAR056,USER107,15.312737675166154,0.06130178881760351,0,0,0.8,0.75,8,99433.875,4.5,0.06732640352330627,0.28062457551093234,0.3333333333333333,0,1,0,1.0,0.0,3538,0.9732899943470887,0.8597199206642225,3.91,27,14,1,1,0.618,0,100129,6
REP0295,GAR096,USER254,13.7446707454149,0.06782111430402517,0,0,0.8,0.9166666666666666,24,83568.16666666667,4.333333333333333,0.09942249716506818,0.2692979353148111,0.6666666666666666,1,0,1,0.6,0.4,3663,0.9400764400764401,0.9025924428269758,4.31,15,2,1,1,0.741,1,20089,3
REP0296,GAR066,USER001,13.489208495431605,0.06901688248293869,0,0,0.8,0.6666666666666666,9,69837.11111111111,3.4444444444444446,0.22839393853855516,0.3325648391995759,0.3333333333333333,0,1,0,0.6,0.4,2840,1.2125,0.8632286004684255,3.93,15,10,1,1,0.544,0,77172,3
REP0297,GAR095,USER188,16.114211748894707,0.05843097039304678,0,0,0.3,0.75,4,52682.25,3.25,0.2705454483062769,0.31081424236808813,0.3333333333333333,0,0,1,0.8571428571428571,0.14285714285714285,2500,1.3774,0.7892427863180796,4.23,112,24,1,1,0.552,0,33946,1
REP0298,GAR057,USER390,17.384989496808227,0.05439219860166945,0,0,0.8,0.7,10,67765.3,5.3,0.15632151231422392,0.2207874513885492,0.3333333333333333,0,0,1,0.5,0.5,2465,1.3969574036511156,0.8625931445603576,3.83,15,6,1,1,0.677,1,26046,3
REP0299,GAR007,USER281,19.514247606277923,0.04874660865914344,0,0,1.0,0.6666666666666666,12,71147.91666666667,4.75,0.11922544607585,0.2152253299176548,0.3333333333333333,0,0,1,1.0,0.0,1769,1.9465799886941775,0.8853665980010681,3.8,24,5,1,1,0.533,0,58438,3
REP0300,GAR013,USER289,19.759178293232246,0.04817146352685899,0,0,0.3,0.5833333333333334,12,93066.75,4.416666666666667,0.08795491592200202,0.2519992036988993,0.3333333333333333,0,0,1,0.16666666666666666,0.8333333333333334,1500,2.2956666666666665,0.7691305437233776,4.28,26,8,1,1,0.671,0,24562,3
REP0301,GAR020,USER039,13.408534991797096,0.06940330856463262,0,0,0.8,0.75,20,56817.35,4.6,0.16339256973788002,0.21516305588453097,0.6666666666666666,1,0,1,0.0,1.0,2286,1.5063429571303586,0.8484999616358475,4.05,48,28,1,0,0.556,0,22117,1
REP0302,GAR096,USER116,7.988824452542287,0.11124925236660645,0,0,1.0,0.9166666666666666,24,83568.16666666667,4.333333333333333,0.09942249716506818,0.2692979353148111,1.0,1,1,1,0.6,0.4,3663,0.9400764400764401,0.8087885791086853,4.31,15,2,1,1,0.782,1,72677,3
REP0303,GAR041,USER035,17.58128347138795,0.05381759562195108,0,0,0.8,0.7692307692307693,13,108443.92307692308,5.461538461538462,0.09462280967985631,0.23638069205339082,0.3333333333333333,0,1,0,1.0,0.0,3752,0.9177771855010661,0.8980801991875246,3.86,15,14,1,1,0.663,0,27413,1
REP0304,GAR093,USER044,14.382774008638693,0.0650077807447745,0,0,0.8,1.0,3,53877.0,2.6666666666666665,0.20477237353127697,0.32449979983983984,1.0,1,1,1,0.6,0.4,3669,0.9385391114745162,0.8029014507253627,4.32,128,28,1,1,0.63,0,33502,1
REP0305,GAR002,USER369,11.347322515650461,0.08098921841010319,0,0,0.3,0.8823529411764706,34,176045.11764705883,4.647058823529412,0.05706001796082977,0.21503030647393923,0.6666666666666666,0,1,1,0.5,0.5,4518,0.7621735281097831,0.8335573826867164,4.46,179,26,0,1,0.671,0,37311,1
REP0306,GAR061,USER204,11.214561892728474,0.0818694938698797,0,0,0.3,0.9166666666666666,12,65895.25,4.583333333333333,0.1099339812272304,0.20625126877502464,0.3333333333333333,0,1,0,0.5,0.5,2256,1.5263741134751774,0.8422143469416477,4.39,60,19,0,1,0.64,0,65830,6
REP0307,GAR082,USER251,15.542062422014402,0.06045195420549171,0,0,0.8,0.6,15,151920.33333333334,5.933333333333334,0.07318126419344212,0.27538246515864934,0.3333333333333333,0,1,0,0.6,0.4,4344,0.7927025782688766,0.8435792769013566,3.75,21,14,0,1,0.611,1,75357,7
REP0308,GAR096,USER024,10.664104957245916,0.08573311057003007,0,0,1.0,0.9166666666666666,24,83568.16666666667,4.333333333333333,0.09942249716506818,0.2692979353148111,1.0,1,1,1,0.6,0.4,3663,0.9400764400764401,0.8702764143632137,4.31,15,2,1,1,0.765,1,84221,7
REP0309,GAR084,USER297,17.068785841984525,0.05534406178396369,0,0,0.3,0.5714285714285714,7,180764.42857142858,6.857142857142857,0.055023402347634746,0.17526579854054872,0.3333333333333333,0,0,1,0.25,0.75,3963,0.8689124400706535,0.8001151351992009,3.66,17,21,0,0,0.539,0,354332,8
REP0310,GAR057,USER390,9.111677237615872,0.09889556168584547,0,0,1.0,0.7,10,67765.3,5.3,0.15632151231422392,0.2207874513885492,0.6666666666666666,1,0,1,0.5,0.5,2465,1.3969574036511156,0.8230514684157655,3.83,15,6,1,1,0.64,0,79670,7
REP0311,GAR074,USER104,11.581124884843186,0.07948414860778677,0,0,0.3,0.6923076923076923,13,46670.230769230766,3.3076923076923075,0.24567836158179848,0.3228924537270601,0.3333333333333333,0,1,0,0.4,0.6,3692,0.9326923076923077,0.877061975277391,3.73,15,9,0,0,0.692,0,26617,2
REP0312,GAR099,USER106,10.698716360681006,0.08547946365816395,0,0,0.3,0.6875,16,88555.4375,4.625,0.08645829599845187,0.21099585724104145,0.3333333333333333,0,0,1,0.4,0.6,3536,0.9738404977375565,0.8800081859111374,4.1,103,28,1,1,0.625,1,98510,3
REP0313,GAR099,USER004,2.163072536189982,0.3161482983898089,1,0,0.3,0.6875,16,88555.4375,4.625,0.08645829599845187,0.21099585724104145,1.0,1,1,1,0.4,0.6,3536,0.9738404977375565,0.86097466747613,4.1,103,28,1,1,0.733,1,78000,7
REP0314,GAR099,USER353,16.93215086210484,0.05576575881442378,0,0,0.3,0.6875,16,88555.4375,4.625,0.08645829599845187,0.21099585724104145,0.6666666666666666,1,0,1,0.4,0.6,3536,0.9738404977375565,0.8567104936740263,4.1,103,28,1,1,0.73,1,34534,3
REP0315,GAR097,USER076,13.604700992183666,0.06847110396407247,0,0,1.0,0.5789473684210527,19,92268.05263157895,3.9473684210526314,0.07960583351808798,0.246084051089216,1.0,1,1,1,0.25,0.75,2761,1.2471930459978269,0.7542102752513845,4.22,47,22,1,0,0.643,1,394351,12
REP0316,GAR012,USER199,15.621875488743122,0.06016168275819613,0,0,0.8,0.7272727272727273,22,109157.5,5.045454545454546,0.07812754044392511,0.20574488077498343,0.6666666666666666,0,1,1,0.6,0.4,3681,0.9354794892692203,0.8769748877432231,4.18,72,30,0,0,0.533,0,81033,3
REP0317,GAR074,USER331,16.70472029063145,0.056482112317196874,0,0,0.3,0.6923076923076923,13,46670.230769230766,3.3076923076923075,0.24567836158179848,0.3228924537270601,0.6666666666666666,1,1,0,0.4,0.6,3692,0.9326923076923077,0.88877105026353,3.73,15,9,0,1,0.624,0,34577,2
REP0318,GAR026,USER257,19.77922079686168,0.0481249999591434,0,0,0.3,0.7142857142857143,7,74171.42857142857,4.285714285714286,0.12673558218244643,0.2756574084297224,0.3333333333333333,0,0,1,0.8571428571428571,0.14285714285714285,2028,1.6979783037475344,0.8532457496136012,4.16,37,18,1,1,0.552,0,44517,7
REP0319,GAR063,USER248,11.459005142415869,0.08026323037588012,0,0,0.3,0.8888888888888888,9,99473.77777777778,4.444444444444445,0.07976527912695852,0.1939241756997937,0.6666666666666666,0,1,1,0.8,0.2,4577,0.7523487000218484,0.9049752039673652,4.47,114,9,0,1,0.782,1,22628,2
REP0320,GAR018,USER338,5.078685237528911,0.1645092583222021,0,0,1.0,0.75,12,82725.33333333333,3.25,0.08610241355934557,0.3761785115301142,0.6666666666666666,1,1,0,0.8571428571428571,0.14285714285714285,2235,1.5407158836689039,0.7797165283189339,3.85,21,13,0,1,0.647,0,21610,1
REP0321,GAR075,USER396,14.733320784527024,0.06355937272844857,0,0,0.3,0.7,10,51893.3,3.9,0.2648183949410345,0.3193082240245573,0.6666666666666666,0,1,1,0.2,0.8,3683,0.9349714906326364,0.8337291033434651,3.89,15,28,0,1,0.674,0,73671,7
REP0322,GAR060,USER244,10.673735665457366,0.08566238166236745,0,0,1.0,0.8,10,140588.2,5.1,0.05497280819422934,0.16031591298379788,0.3333333333333333,1,0,0,0.0,1.0,4789,0.7190436416788474,0.8723499376455917,3.9,15,2,0,1,0.688,1,37074,1
REP0323,GAR038,USER316,8.32511527921131,0.10723728018991063,0,0,1.0,0.7777777777777778,18,117065.11111111111,4.777777777777778,0.07372681576764992,0.2440487030777376,0.6666666666666666,0,1,1,0.8,0.2,3264,1.0549938725490196,0.8136811460714815,3.96,57,28,1,0,0.562,0,72127,3
REP0324,GAR022,USER161,16.029749682447786,0.05872076916260722,0,0,1.0,0.7,10,152416.5,5.5,0.07607202268780698,0.23211340627842247,0.3333333333333333,0,0,1,0.3333333333333333,0.6666666666666666,4860,0.7085390946502058,0.9072995353680219,3.76,15,20,0,1,0.626,0,92364,4
REP0325,GAR090,USER345,18.788582122643653,0.0505341915758442,0,0,0.3,0.6666666666666666,18,86607.94444444444,5.833333333333333,0.11819107633054592,0.21967724918778211,0.0,0,0,0,0.75,0.25,1956,1.760480572597137,0.8154247811556153,3.92,23,29,1,1,0.504,0,161980,14
REP0326,GAR082,USER070,13.91256633942511,0.06705753907402572,0,0,0.8,0.6,15,151920.33333333334,5.933333333333334,0.07318126419344212,0.27538246515864934,0.6666666666666666,1,1,0,0.6,0.4,4344,0.7927025782688766,0.904211893242451,3.75,21,14,0,0,0.547,0,330050,7
REP0327,GAR066,USER057,15.701652871169983,0.059874313501400656,0,0,0.8,0.6666666666666666,9,69837.11111111111,3.4444444444444446,0.22839393853855516,0.3325648391995759,0.0,0,0,0,0.6,0.4,2840,1.2125,0.89405414502789,3.93,15,10,1,1,0.671,1,74371,5
REP0328,GAR010,USER363,10.307388226982964,0.08843775237270861,0,0,0.3,0.6666666666666666,3,65646.33333333333,6.333333333333333,0.1751818693061728,0.12809248424016279,0.3333333333333333,0,0,1,0.6666666666666666,0.3333333333333333,1964,1.7533095723014256,0.8768582620139705,4.4,130,20,1,1,0.585,0,112600,14
REP0329,GAR010,USER297,10.933419875065221,0.08379827496805768,0,0,1.0,0.6666666666666666,3,65646.33333333333,6.333333333333333,0.1751818693061728,0.12809248424016279,0.6666666666666666,0,1,1,0.6666666666666666,0.3333333333333333,1964,1.7533095723014256,0.844976164283095,4.4,130,20,1,1,0.669,1,18434,1
REP0330,GAR052,USER021,9.013372870815633,0.09986644988668494,0,0,1.0,0.9285714285714286,14,167016.42857142858,5.5,0.05306258465322932,0.18118601220870661,0.6666666666666666,0,1,1,1.0,0.0,3774,0.9124271330153683,0.8514532383711707,4.22,97,7,1,1,0.689,1,407904,9
REP0331,GAR068,USER301,18.862436584063957,0.05034629038424826,0,0,0.8,0.3333333333333333,9,96419.77777777778,5.0,0.1444352657380637,0.3483314773547883,0.6666666666666666,0,1,1,1.0,0.0,3275,1.0514503816793894,0.8092863645913579,4.06,34,18,1,1,0.638,0,85011,4
REP0332,GAR078,USER400,7.679583948791775,0.11521289567562776,0,0,1.0,0.6363636363636364,11,110893.54545454546,4.2727272727272725,0.07294733461874474,0.3005079644223275,0.6666666666666666,1,1,0,1.0,0.0,3444,0.9998548199767712,0.8694171505136221,3.93,26,24,1,1,0.738,1,31146,3
REP0333,GAR002,USER366,15.260421436491773,0.06149902103741245,0,0,0.3,0.8823529411764706,34,176045.11764705883,4.647058823529412,0.05706001796082977,0.21503030647393923,0.6666666666666666,0,1,1,0.5,0.5,4518,0.7621735281097831,0.9088282668166594,4.46,179,26,0,1,0.64,0,35547,1
REP0334,GAR007,USER328,14.341099784099347,0.06518437491922673,0,0,0.8,0.6666666666666666,12,71147.91666666667,4.75,0.11922544607585,0.2152253299176548,0.6666666666666666,1,0,1,1.0,0.0,1769,1.9465799886941775,0.8479347101932045,3.8,24,5,1,0,0.477,0,20751,2
REP0335,GAR005,USER337,19.178517257522543,0.04955765516553008,0,0,1.0,0.7142857142857143,14,86636.92857142857,5.0,0.1266465705408723,0.34709207640227174,0.6666666666666666,0,1,1,0.25,0.75,2925,1.1772649572649572,0.8633908165385414,3.95,28,30,1,1,0.746,1,32823,3
REP0336,GAR023,USER190,16.918843290394406,0.05580717369943522,0,0,0.3,0.6666666666666666,9,132158.0,4.111111111111111,0.06925861317120872,0.3177276335411597,0.6666666666666666,0,1,1,0.8333333333333334,0.16666666666666666,3040,1.1327302631578948,0.8550063026833707,3.9,15,18,1,1,0.689,0,320830,6
REP0337,GAR045,USER123,4.950815888885019,0.16804418396942977,1,0,0.3,0.75,12,67898.75,3.6666666666666665,0.11681414425277735,0.2858380626548852,0.3333333333333333,1,0,0,1.0,0.0,2953,1.166102268879106,0.8837994521246098,3.81,19,10,1,0,0.492,0,17521,1
REP0338,GAR060,USER063,13.634891974660425,0.06832985181793275,0,0,1.0,0.8,10,140588.2,5.1,0.05497280819422934,0.16031591298379788,0.0,0,0,0,0.0,1.0,4789,0.7190436416788474,0.8417387201135202,3.9,15,2,0,1,0.744,0,495907,14
REP0339,GAR076,USER153,16.156509175677197,0.058286915465163576,0,0,0.3,0.7777777777777778,18,55459.27777777778,3.888888888888889,0.1260974927616212,0.23619397033456754,0.6666666666666666,1,0,1,1.0,0.0,1906,1.8066631689401889,0.7827542785186881,4.18,21,9,0,1,0.585,0,85066,6
REP0340,GAR061,USER272,11.042810836309645,0.08303709271800173,0,0,0.3,0.9166666666666666,12,65895.25,4.583333333333333,0.1099339812272304,0.20625126877502464,0.3333333333333333,0,0,1,0.5,0.5,2256,1.5263741134751774,0.7796571066026445,4.39,60,19,0,1,0.68,0,84632,5
REP0341,GAR020,USER052,14.527852381270526,0.06440040615057532,0,0,0.8,0.75,20,56817.35,4.6,0.16339256973788002,0.21516305588453097,0.6666666666666666,0,1,1,0.0,1.0,2286,1.5063429571303586,0.8888571247061813,4.05,48,28,1,1,0.62,1,27983,2
REP0342,GAR054,USER248,18.05467319173927,0.05248056421316781,0,0,0.8,0.6428571428571429,14,105358.71428571429,5.428571428571429,0.07926258191729263,0.228959243948309,0.3333333333333333,0,0,1,0.0,1.0,2339,1.4722103463018383,0.8844322572603764,4.1,73,19,1,1,0.645,1,35479,4
REP0343,GAR002,USER207,16.54534011019697,0.05699519038783533,0,0,0.3,0.8823529411764706,34,176045.11764705883,4.647058823529412,0.05706001796082977,0.21503030647393923,0.3333333333333333,0,0,1,0.5,0.5,4518,0.7621735281097831,0.8956991691289744,4.46,179,26,0,1,0.736,1,35467,1
REP0344,GAR046,USER175,15.03763895525831,0.0623533178911056,0,0,0.3,0.6666666666666666,9,52024.88888888889,3.6666666666666665,0.24855405256662993,0.4,0.6666666666666666,0,1,1,1.0,0.0,4082,0.8435815776580108,0.8586056767008614,4.11,83,4,1,1,0.672,0,91900,7
REP0345,GAR039,USER130,18.600481134610114,0.05101915576114207,0,0,0.3,0.7692307692307693,13,110417.30769230769,3.0,0.06272467872788043,0.26533119314590375,0.3333333333333333,0,0,1,0.8333333333333334,0.16666666666666666,4362,0.7894314534617148,0.7779138680363492,4.0,15,11,1,1,0.623,1,30931,2
REP0346,GAR052,USER034,16.909572233462438,0.05583606280286188,0,0,0.8,0.9285714285714286,14,167016.42857142858,5.5,0.05306258465322932,0.18118601220870661,0.6666666666666666,0,1,1,1.0,0.0,3774,0.9124271330153683,0.8514429991223919,4.22,97,7,1,1,0.678,1,370611,15
REP0347,GAR001,USER321,7.058639701672166,0.12409042183539985,0,0,0.8,0.8823529411764706,17,181226.0,6.0588235294117645,0.05935785247835504,0.1949229257368785,1.0,1,1,1,0.0,1.0,3824,0.9004968619246861,0.8871157899751104,4.14,32,3,1,1,0.477,0,93450,6
REP0348,GAR044,USER228,16.505440200737947,0.05712509874260944,0,0,0.8,0.3333333333333333,6,63120.0,4.833333333333333,0.1377874228566072,0.20991366558572697,0.6666666666666666,0,1,1,0.16666666666666666,0.8333333333333334,1929,1.7851218247796785,0.8364312267657993,4.26,31,8,0,0,0.692,1,182700,12
REP0349,GAR097,USER144,19.725829710386076,0.04824897309172054,0,0,1.0,0.5789473684210527,19,92268.05263157895,3.9473684210526314,0.07960583351808798,0.246084051089216,0.6666666666666666,0,1,1,0.25,0.75,2761,1.2471930459978269,0.8267058406362393,4.22,47,22,1,1,0.694,1,23162,2
REP0350,GAR021,USER280,19.120220667638307,0.04970124416221818,0,0,0.3,0.5555555555555556,9,154857.33333333334,5.666666666666667,0.08607816239083198,0.3090169943749474,0.3333333333333333,0,0,1,1.0,0.0,4201,0.8196857890978339,0.865081485439487,4.08,118,22,1,0,0.683,0,67968,6
REP0351,GAR067,USER346,16.18700669792344,0.05818348811842969,0,0,1.0,0.42857142857142855,7,106892.0,4.285714285714286,0.07709803497440451,0.30407257711001867,0.0,0,0,0,0.5,0.5,3443,1.0001452221899507,0.8237693824678087,3.94,15,30,1,1,0.7,1,60837,5
REP0352,GAR040,USER130,16.6290445626012,0.05672457156988705,0,0,0.8,0.875,8,154172.875,3.75,0.052430989691664445,0.20035818267366493,0.3333333333333333,0,0,1,0.0,1.0,3800,0.9061842105263158,0.8531725561000774,4.5,265,13,1,1,0.641,1,106710,3
REP0353,GAR019,USER297,12.774540850655944,0.07259770113879185,0,0,0.3,0.8666666666666667,15,194796.66666666666,6.133333333333334,0.05346070332166303,0.17532800504040771,0.3333333333333333,0,0,1,0.7142857142857143,0.2857142857142857,3800,0.9061842105263158,0.8945600042074857,4.1,50,7,1,1,0.708,1,442232,5
REP0354,GAR080,USER131,15.169705021638135,0.061844047164856135,0,0,0.3,0.7692307692307693,13,97306.61538461539,5.076923076923077,0.09246743861994061,0.19561018600640578,0.6666666666666666,1,1,0,0.0,1.0,3788,0.9090549102428722,0.9058300653594771,4.32,259,27,1,1,0.596,0,34648,3
REP0355,GAR076,USER381,8.272965754024739,0.10784036375481822,0,0,0.3,0.7777777777777778,18,55459.27777777778,3.888888888888889,0.1260974927616212,0.23619397033456754,0.3333333333333333,0,0,1,1.0,0.0,1906,1.8066631689401889,0.8658161584361387,4.18,21,9,0,0,0.601,0,61965,7
REP0356,GAR065,USER187,16.476664521869168,0.05721915636411425,0,0,0.8,0.6,5,71702.4,4.2,0.24880811889864107,0.3156617132075351,0.6666666666666666,0,1,1,0.8,0.2,3671,0.9380277853445927,0.8779775426754073,3.91,16,21,1,0,0.636,0,94689,3
REP0357,GAR019,USER313,10.421215545040443,0.08755635475544814,0,0,0.3,0.8666666666666667,15,194796.66666666666,6.133333333333334,0.05346070332166303,0.17532800504040771,0.3333333333333333,0,0,1,0.7142857142857143,0.2857142857142857,3800,0.9061842105263158,0.8257108324827211,4.1,50,7,1,0,0.607,0,462475,13
REP0358,GAR003,USER008,12.127367711601515,0.07617673413050162,0,0,0.3,1.0,7,194022.7142857143,7.142857142857143,0.056548199849357994,0.17418853152378969,1.0,1,1,1,0.8,0.2,2638,1.3053449583017438,0.7536364163631868,3.82,54,28,1,1,0.639,1,408295,11
REP0359,GAR041,USER042,5.0672095362759215,0.16482041604480405,0,0,0.8,0.7692307692307693,13,108443.92307692308,5.461538461538462,0.09462280967985631,0.23638069205339082,0.0,0,0,0,1.0,0.0,3752,0.9177771855010661,0.8452738433738142,3.86,15,14,1,1,0.545,0,86907,7
REP0360,GAR011,USER027,8.657674501216434,0.10354459553115451,0,0,0.8,0.7142857142857143,7,128331.42857142857,4.571428571428571,0.05936411536076759,0.25783218979627226,0.3333333333333333,1,0,0,0.8,0.2,2947,1.168476416694944,0.8835813652539631,3.92,41,29,1,1,0.587,0,69017,4
