repair_id,garage_id,user_id,damage_type,damage_location,repair_category,user_location_lat,user_location_lon,distance_to_garage,vehicle_make,vehicle_year,final_cost,estimated_cost,completion_days,user_satisfied,satisfaction_score,would_recommend,repair_date,parts_replaced,insurance_claimed
REP0163,GAR013,USER289,minor,headlight,electrical,6.867668,79.761493,14.25,Toyota,2019,24265,21613,3,1,0.833,1,2024-05-17,"front_bumper,tail_light",0
REP0164,GAR033,USER098,severe,front_bumper,body_work,6.724581,79.905916,11.25,Suzuki,2021,384485,451000,7,0,0.579,0,2023-04-04,"fender,headlight,windshield",0
REP0165,GAR037,USER377,severe,windshield,general_repair,6.972585,80.040904,15.24,Mazda,2014,455957,535402,7,0,0.609,0,2024-09-23,"front_bumper,hood,radiator,side_mirror,trunk_lid",1
REP0166,GAR096,USER254,moderate,hood,body_work,6.82248,79.8157,6.82,Toyota,2017,105693,93475,3,1,0.766,1,2024-05-06,"door_panel,paint,side_mirror",1
REP0167,GAR049,USER173,minor,side_mirror,general_repair,6.889199,79.882562,9.82,Suzuki,2016,20126,23158,1,0,0.687,0,2023-07-05,"headlight,tail_light",0
REP0168,GAR086,USER320,minor,front_bumper,paint_work,6.790845,79.891866,8.98,Toyota,2020,22792,20471,3,1,0.578,0,2023-12-18,rear_bumper,0
REP0169,GAR080,USER385,moderate,headlight,general_repair,6.920556,79.934324,14.64,Toyota,2017,69673,59508,7,1,0.728,1,2024-07-18,tail_light,1
REP0170,GAR068,USER150,minor,rear_bumper,body_work,6.729695,79.895284,16.55,Honda,2014,28430,24447,1,0,0.46,0,2024-03-24,radiator,0
REP0171,GAR015,USER227,moderate,rear_bumper,paint_work,6.800792,79.94885,13.28,Toyota,2022,53077,59947,5,1,0.594,0,2024-09-19,"ac_condenser,rear_bumper,trunk_lid",1
REP0172,GAR054,USER363,moderate,side_mirror,electrical,6.800884,80.020238,11.49,Honda,2017,79225,88603,5,0,0.627,1,2023-04-13,door_panel,1
REP0173,GAR078,USER081,minor,headlight,electrical,6.88912,79.962376,11.12,Toyota,2016,23193,27059,3,1,0.683,0,2023-11-10,"ac_condenser,door_panel",0
REP0174,GAR042,USER395,moderate,side_door,body_work,6.699895,80.036285,13.07,Nissan,2018,94903,80582,7,1,0.655,0,2023-09-27,door_panel,0
REP0175,GAR052,USER231,minor,trunk,paint_work,6.726366,79.813158,7.35,Toyota,2017,35341,28688,3,1,0.762,1,2024-09-24,"ac_condenser,windshield",0
REP0176,GAR050,USER348,moderate,rear_bumper,body_work,6.766688,79.867285,1.74,Toyota,2016,95414,109333,3,1,0.583,0,2023-09-10,"fender,hood",0
REP0177,GAR032,USER299,severe,windshield,glass_repair,6.526277,79.993873,19.4,Honda,2022,289399,331753,11,1,0.624,1,2024-10-15,"ac_condenser,grill,headlight,rear_bumper,windshield",0
REP0178,GAR066,USER152,minor,trunk,general_repair,6.924324,79.898729,12.8,Mercedes,2019,28034,22924,2,1,0.595,0,2024-09-08,"fender,rear_bumper",0
REP0179,GAR005,USER098,moderate,side_mirror,body_work,6.749848,80.046022,12.97,Nissan,2019,84436,93784,4,0,0.565,0,2024-09-03,"grill,trunk_lid",0
REP0180,GAR045,USER252,moderate,side_mirror,general_repair,6.761394,79.928249,6.26,Nissan,2019,81954,73166,5,1,0.613,1,2024-07-06,"paint,trunk_lid",0
REP0181,GAR072,USER358,moderate,trunk,paint_work,6.88739,79.965744,13.39,Honda,2019,98162,78989,7,0,0.639,0,2024-01-27,"ac_condenser,radiator,side_mirror",1
REP0182,GAR002,USER214,severe,fender,body_work,7.015068,79.818994,18.15,Toyota,2022,428504,355826,6,1,0.67,0,2023-05-09,"headlight,hood,rear_bumper,tail_light",1
REP0183,GAR091,USER127,moderate,fender,paint_work,6.736543,79.79085,10.15,Toyota,2015,86303,100010,6,1,0.776,1,2023-03-30,paint,1
REP0184,GAR098,USER383,moderate,fender,general_repair,6.968259,79.905415,15.11,Toyota,2012,78484,91922,3,1,0.76,1,2023-12-28,rear_bumper,0
REP0185,GAR033,USER270,severe,side_door,paint_work,6.65363,79.845035,19.18,BMW,2024,469910,405653,11,0,0.478,0,2023-05-23,"rear_bumper,side_mirror,tail_light",1
REP0186,GAR030,USER362,minor,trunk,paint_work,6.878444,79.888224,13.37,Suzuki,2023,22206,19705,3,1,0.688,0,2024-03-11,"grill,radiator",0
REP0187,GAR009,USER234,moderate,windshield,glass_repair,6.831931,80.068057,7.84,Suzuki,2012,65579,57485,6,1,0.547,0,2023-07-04,trunk_lid,0
REP0188,GAR069,USER286,minor,side_mirror,body_work,6.919976,80.046213,14.32,Honda,2016,29681,26295,3,0,0.689,1,2023-08-19,side_mirror,1
REP0189,GAR063,USER192,minor,side_mirror,electrical,6.79528,79.8449,12.15,Nissan,2022,27789,24373,2,0,0.606,0,2024-02-23,"paint,windshield",0
REP0190,GAR064,USER358,moderate,rear_bumper,paint_work,6.789335,79.966106,9.93,Toyota,2015,63796,55642,6,1,0.637,0,2023-09-25,"ac_condenser,paint",0
REP0191,GAR096,USER056,minor,hood,body_work,6.684266,79.887886,13.21,Nissan,2014,27376,23139,2,1,0.587,0,2024-03-08,"fender,windshield",0
REP0192,GAR012,USER148,moderate,headlight,electrical,6.743555,79.920151,2.83,Mitsubishi,2017,85847,74158,4,0,0.679,0,2024-11-14,fender,1
REP0193,GAR052,USER346,minor,fender,general_repair,6.802118,79.732581,13.2,Nissan,2014,22426,26390,3,1,0.724,1,2024-08-21,"fender,trunk_lid",0
REP0194,GAR024,USER178,minor,side_door,paint_work,6.780838,79.869884,7.0,BMW,2017,26818,29776,1,1,0.778,1,2023-10-26,"front_bumper,rear_bumper",0
REP0195,GAR019,USER008,minor,trunk,body_work,7.020987,80.059354,16.02,Suzuki,2014,39902,46866,1,1,0.554,0,2023-12-11,"rear_bumper,side_mirror",0
REP0196,GAR061,USER371,minor,side_mirror,general_repair,6.924623,79.856412,14.14,Suzuki,2023,27233,31260,3,1,0.814,1,2024-11-15,grill,0
REP0197,GAR090,USER014,moderate,fender,paint_work,6.63502,79.945831,11.16,Toyota,2016,69602,56370,6,1,0.561,0,2024-02-02,windshield,1
REP0198,GAR068,USER065,moderate,side_mirror,general_repair,6.951688,79.990481,10.79,Mitsubishi,2010,88997,74743,6,0,0.649,0,2024-08-18,"grill,radiator,trunk_lid",0
REP0199,GAR096,USER271,severe,fender,body_work,6.860247,79.732197,16.93,Mitsubishi,2017,372525,324217,8,1,0.712,1,2024-03-12,"door_panel,grill,hood",0
REP0200,GAR089,USER031,minor,headlight,body_work,6.634943,79.940318,10.14,Suzuki,2015,25407,21209,2,0,0.605,1,2024-10-17,"grill,headlight",0
REP0201,GAR023,USER149,minor,side_mirror,body_work,6.748463,79.919644,13.26,Toyota,2018,33711,40199,3,0,0.504,0,2023-02-22,radiator,1
REP0202,GAR018,USER124,moderate,trunk,body_work,6.984324,79.760265,17.9,Mazda,2023,55164,48038,3,1,0.78,1,2023-04-13,trunk_lid,1
REP0203,GAR051,USER002,moderate,trunk,paint_work,6.821099,79.816202,10.82,Nissan,2019,60966,50797,4,1,0.519,0,2023-03-21,"door_panel,rear_bumper",0
REP0204,GAR091,USER084,severe,side_door,body_work,6.694015,79.943586,14.25,Toyota,2019,376027,430515,9,1,0.608,0,2024-01-07,"ac_condenser,headlight,trunk_lid,windshield",1
REP0205,GAR028,USER135,severe,headlight,electrical,7.009242,79.84715,3.5,Honda,2021,442966,495086,9,1,0.617,1,2023-12-22,"headlight,hood,radiator,rear_bumper",0
REP0206,GAR038,USER121,moderate,side_mirror,electrical,6.953955,79.971395,5.6,Toyota,2015,78084,67570,3,1,0.56,0,2023-05-02,tail_light,0
REP0207,GAR013,USER263,severe,headlight,electrical,6.776811,79.93561,14.17,Suzuki,2017,100775,120302,6,0,0.68,1,2023-03-15,"fender,grill,radiator,trunk_lid",1
REP0208,GAR018,USER001,minor,hood,body_work,7.012931,79.866539,18.78,Nissan,2020,26717,31148,3,0,0.618,1,2023-01-24,"door_panel,fender",0
REP0209,GAR012,USER295,severe,hood,body_work,6.872554,79.896971,14.91,Toyota,2022,342025,299477,9,1,0.657,1,2024-10-11,"headlight,paint,tail_light,windshield",1
REP0210,GAR023,USER007,severe,fender,paint_work,6.678709,79.818228,14.02,Nissan,2012,398218,336508,6,1,0.54,0,2023-04-04,"door_panel,fender,grill,side_mirror",0
REP0211,GAR056,USER020,minor,rear_bumper,body_work,6.854453,79.910566,11.7,Honda,2020,24197,27625,2,1,0.679,0,2023-05-31,paint,0
REP0212,GAR020,USER241,moderate,fender,body_work,6.933669,79.803215,12.56,Toyota,2024,77365,90025,4,1,0.692,0,2024-09-30,"fender,headlight,side_mirror",1
REP0213,GAR077,USER056,minor,side_door,paint_work,7.104888,80.053436,19.02,Toyota,2011,25579,20921,2,0,0.691,0,2024-05-27,headlight,0
REP0214,GAR083,USER256,severe,hood,general_repair,7.137775,79.837714,17.47,Toyota,2012,350503,399416,14,1,0.567,0,2024-08-24,"fender,grill,headlight,radiator",1
REP0215,GAR056,USER351,minor,hood,body_work,6.953198,79.682904,18.0,Honda,2018,21318,24160,3,0,0.677,1,2024-05-18,hood,0
REP0216,GAR076,USER095,minor,windshield,glass_repair,6.799932,79.776367,9.18,Suzuki,2014,21399,17916,1,1,0.527,0,2024-10-07,ac_condenser,0
REP0217,GAR015,USER125,moderate,windshield,glass_repair,6.979053,79.902606,10.68,Honda,2014,82649,91493,5,0,0.628,1,2024-09-08,grill,0
REP0218,GAR067,USER140,moderate,side_mirror,general_repair,6.813894,79.722237,17.99,Toyota,2013,101568,90352,3,0,0.696,0,2024-11-13,"fender,hood,rear_bumper",0
REP0219,GAR069,USER370,minor,rear_bumper,paint_work,6.660865,79.968076,17.13,Toyota,2019,20772,17634,2,1,0.717,1,2023-12-08,"fender,grill",0
REP0220,GAR030,USER362,minor,headlight,electrical,6.689987,79.662523,19.69,Toyota,2021,30631,34847,2,1,0.571,0,2023-02-15,front_bumper,0
REP0221,GAR045,USER183,moderate,headlight,general_repair,6.693964,79.853381,9.49,Toyota,2016,68868,80665,4,1,0.503,0,2024-07-15,"headlight,paint,trunk_lid",0
REP0222,GAR040,USER130,severe,windshield,general_repair,6.835676,79.978199,13.18,Toyota,2012,380184,340574,11,0,0.695,1,2024-09-09,"fender,paint,trunk_lid,windshield",1
REP0223,GAR012,USER199,minor,side_mirror,body_work,6.575288,79.872334,18.32,Suzuki,2020,26897,32239,3,1,0.664,0,2024-10-28,door_panel,0
REP0224,GAR090,USER273,severe,side_door,paint_work,6.758592,79.905379,3.91,Suzuki,2018,255227,226199,11,1,0.594,0,2024-08-03,"paint,radiator,rear_bumper,side_mirror,windshield",0
REP0225,GAR080,USER222,minor,headlight,electrical,6.777526,79.815968,17.82,Nissan,2009,34893,41208,2,1,0.645,0,2023-11-17,trunk_lid,0
REP0226,GAR032,USER098,moderate,trunk,body_work,6.750719,80.038891,8.15,Nissan,2013,62605,55647,5,1,0.583,0,2024-02-11,grill,1
REP0227,GAR068,USER060,moderate,side_door,paint_work,6.920104,79.927274,5.16,BMW,2018,97682,110116,6,0,0.576,0,2023-06-09,hood,0
REP0228,GAR098,USER383,moderate,rear_bumper,body_work,6.898121,79.860563,6.83,Suzuki,2012,47799,54025,6,1,0.686,0,2023-10-15,"door_panel,hood,windshield",0
REP0229,GAR073,USER114,moderate,hood,body_work,6.871164,79.713607,13.61,Mazda,2015,64906,75866,5,0,0.672,1,2023-05-09,windshield,0
REP0230,GAR004,USER302,moderate,hood,paint_work,7.082022,79.681035,18.93,Mazda,2017,82664,66139,5,1,0.581,0,2023-05-22,"front_bumper,headlight,windshield",1
REP0231,GAR082,USER025,moderate,headlight,electrical,6.941604,79.846443,17.67,Nissan,2009,88623,77104,6,1,0.711,1,2024-01-15,paint,0
REP0232,GAR018,USER286,severe,front_bumper,paint_work,6.770738,79.806532,9.24,Honda,2014,283599,319654,7,1,0.706,1,2023-07-07,"grill,rear_bumper,trunk_lid,windshield",0
REP0233,GAR042,USER239,severe,headlight,electrical,6.873207,79.80711,19.82,Toyota,2014,301813,340892,9,1,0.734,1,2024-07-28,"fender,hood",0
REP0234,GAR048,USER348,moderate,headlight,body_work,6.829827,80.073525,13.69,Suzuki,2015,96227,112912,7,1,0.647,0,2024-04-22,radiator,0
REP0235,GAR057,USER315,minor,side_door,body_work,6.753745,79.931579,1.06,Honda,2018,20642,22888,3,1,0.648,0,2023-12-17,hood,1
REP0236,GAR084,USER179,minor,headlight,general_repair,6.843665,80.149322,18.47,Mitsubishi,2017,29529,25362,3,0,0.453,0,2023-06-07,rear_bumper,0
REP0237,GAR074,USER067,minor,windshield,glass_repair,6.902588,79.791313,9.66,Nissan,2023,20781,16771,3,0,0.485,0,2023-05-15,"fender,paint",0
REP0238,GAR081,USER059,moderate,front_bumper,body_work,6.87927,79.830146,12.17,Suzuki,2016,68636,61388,6,0,0.655,1,2024-05-15,"radiator,rear_bumper",0
REP0239,GAR031,USER074,minor,front_bumper,body_work,7.023113,79.651352,17.53,Suzuki,2020,24305,20705,1,1,0.584,0,2023-03-26,"tail_light,trunk_lid",0
REP0240,GAR029,USER010,moderate,side_mirror,body_work,6.787643,79.894651,10.06,Honda,2016,92034,78028,3,1,0.66,1,2023-06-16,side_mirror,0
REP0241,GAR052,USER027,severe,headlight,body_work,6.934044,79.906184,18.07,Suzuki,2018,389357,330335,9,1,0.707,1,2023-12-01,"ac_condenser,fender",0
REP0242,GAR066,USER083,moderate,side_door,paint_work,6.965692,79.803363,16.58,Nissan,2016,104751,86997,5,0,0.596,0,2023-03-10,grill,1
REP0243,GAR042,USER019,minor,headlight,general_repair,6.76233,80.047616,13.86,Toyota,2014,24367,28668,3,1,0.374,0,2023-07-23,trunk_lid,0
REP0244,GAR022,USER201,minor,trunk,general_repair,6.801511,79.74449,15.24,Nissan,2012,34877,29863,2,1,0.585,0,2023-06-18,"front_bumper,paint",0
REP0245,GAR018,USER338,moderate,headlight,electrical,6.710989,79.956617,19.56,BMW,2015,84634,94648,4,1,0.649,1,2023-07-11,"door_panel,hood,tail_light",0
REP0246,GAR094,USER023,minor,rear_bumper,body_work,7.054927,79.991692,7.61,Toyota,2015,20093,16996,2,1,0.573,0,2023-12-02,"hood,paint",1
REP0247,GAR063,USER293,moderate,rear_bumper,body_work,6.759645,80.090095,16.66,Toyota,2018,107096,90927,5,1,0.742,1,2023-11-23,"headlight,hood,paint",0
REP0248,GAR065,USER142,moderate,trunk,body_work,6.628324,79.962622,16.94,Toyota,2018,95738,112357,7,0,0.54,0,2024-04-10,"radiator,rear_bumper",0
REP0249,GAR066,USER036,minor,side_door,body_work,6.876888,79.930131,11.19,Nissan,2021,33073,38637,1,1,0.53,0,2023-05-14,side_mirror,1
REP0250,GAR012,USER399,minor,side_mirror,body_work,6.67189,79.78588,14.15,Toyota,2013,22741,19675,2,1,0.671,0,2024-01-21,grill,0
REP0251,GAR032,USER274,severe,windshield,glass_repair,6.807249,79.839742,19.96,Honda,2011,301340,359767,12,1,0.7,1,2023-04-14,"ac_condenser,headlight",1
REP0252,GAR040,USER004,minor,hood,engine_repair,6.826225,79.769912,14.26,Honda,2017,33864,27989,1,1,0.544,0,2023-11-08,front_bumper,0
REP0253,GAR086,USER261,minor,headlight,body_work,6.664881,79.751192,12.02,Suzuki,2017,17825,20495,2,1,0.611,0,2023-04-18,"rear_bumper,windshield",0
REP0254,GAR076,USER384,moderate,hood,engine_repair,6.904248,79.857945,10.74,Mitsubishi,2021,47241,52163,5,0,0.673,1,2024-10-01,"door_panel,paint,windshield",0
REP0255,GAR023,USER364,minor,headlight,general_repair,6.797609,79.748232,7.28,BMW,2021,22793,19402,1,1,0.558,0,2024-06-10,front_bumper,0
REP0256,GAR084,USER305,severe,fender,general_repair,6.838334,80.004541,6.3,Suzuki,2014,334537,279133,15,1,0.442,0,2023-10-08,"ac_condenser,door_panel,fender,front_bumper",0
REP0257,GAR039,USER357,moderate,windshield,general_repair,6.943218,79.926589,19.53,Mazda,2016,87333,74871,3,1,0.683,0,2023-12-21,"front_bumper,headlight",0
REP0258,GAR062,USER146,minor,side_mirror,body_work,6.909094,80.048294,13.9,Honda,2021,22668,26415,2,1,0.587,0,2023-04-15,paint,0
REP0259,GAR086,USER327,moderate,side_door,body_work,6.74588,79.740473,9.45,Toyota,2017,44345,51584,3,1,0.76,1,2024-07-26,"ac_condenser,rear_bumper",0
REP0260,GAR092,USER069,minor,front_bumper,body_work,6.701083,79.803471,4.32,Mitsubishi,2014,34649,39817,3,0,0.686,1,2023-01-20,radiator,1
REP0261,GAR020,USER241,moderate,fender,body_work,6.752877,79.892769,13.63,Suzuki,2019,54332,63576,5,1,0.616,1,2024-10-14,"ac_condenser,fender,side_mirror",0
REP0262,GAR085,USER125,minor,windshield,glass_repair,6.873114,79.738013,13.36,Suzuki,2021,34802,40227,3,0,0.592,0,2024-06-02,side_mirror,0
REP0263,GAR002,USER205,moderate,hood,paint_work,6.809834,79.931951,8.16,Honda,2021,102148,116087,5,1,0.625,1,2023-11-22,"ac_condenser,headlight,trunk_lid",1
REP0264,GAR078,USER059,severe,rear_bumper,paint_work,6.992219,79.976161,16.7,Toyota,2015,402690,476543,10,1,0.528,0,2024-06-21,"door_panel,hood,radiator",1
REP0265,GAR022,USER164,severe,side_door,body_work,6.660213,79.996324,17.91,Suzuki,2014,359027,315080,14,1,0.733,1,2023-04-01,"fender,front_bumper,headlight,radiator",1
REP0266,GAR001,USER176,minor,trunk,body_work,6.788944,79.978396,16.36,Suzuki,2013,24354,27945,3,1,0.595,0,2024-10-09,"door_panel,tail_light",0
REP0267,GAR012,USER056,minor,fender,general_repair,6.883579,79.995692,19.59,Mercedes,2008,20237,22426,2,1,0.765,1,2023-08-02,grill,0
REP0268,GAR020,USER393,severe,windshield,general_repair,6.843856,79.796349,12.02,Toyota,2015,163196,130982,15,0,0.532,0,2023-02-27,"ac_condenser,door_panel",1
REP0269,GAR013,USER228,severe,headlight,body_work,6.916376,79.890766,2.41,Mazda,2020,317184,260496,8,0,0.622,1,2023-10-05,"ac_condenser,fender,front_bumper,paint,rear_bumper",1
REP0270,GAR074,USER082,minor,side_door,paint_work,6.80236,79.871554,8.97,Mitsubishi,2014,34144,27946,3,1,0.482,0,2024-09-15,"fender,side_mirror",0
REP0271,GAR025,USER319,moderate,hood,body_work,7.061505,79.822593,14.59,Mercedes,2015,62705,56256,5,1,0.677,0,2023-12-21,"headlight,side_mirror",0
REP0272,GAR016,USER360,minor,headlight,electrical,6.960634,79.657682,16.91,Toyota,2024,35353,28376,1,0,0.538,0,2023-08-07,front_bumper,0
REP0273,GAR019,USER313,moderate,headlight,general_repair,6.952794,79.821163,15.42,Toyota,2012,111699,98669,3,1,0.671,0,2023-06-16,hood,0
REP0274,GAR025,USER112,severe,windshield,glass_repair,6.932762,79.845418,6.66,Toyota,2019,282178,330005,11,0,0.667,1,2024-06-20,"ac_condenser,door_panel,headlight,radiator,side_mirror",0
REP0275,GAR099,USER106,minor,trunk,general_repair,6.805483,80.020209,17.72,Toyota,2011,20748,18535,3,1,0.6,0,2024-05-15,front_bumper,1
REP0276,GAR069,USER043,moderate,headlight,body_work,6.789364,80.01293,5.41,Honda,2018,94374,78398,4,0,0.559,0,2023-10-31,"ac_condenser,radiator",1
REP0277,GAR100,USER360,minor,rear_bumper,paint_work,6.824594,80.021768,10.27,Nissan,2019,32410,36828,1,0,0.599,0,2024-11-07,grill,0
REP0278,GAR076,USER174,moderate,front_bumper,body_work,6.955062,79.83791,16.55,Nissan,2018,47311,56556,3,1,0.612,1,2024-10-09,"ac_condenser,fender,hood",0
REP0279,GAR006,USER386,moderate,side_mirror,electrical,6.654615,79.995386,14.1,Suzuki,2013,116372,132169,4,1,0.59,0,2024-01-08,"fender,hood",0
REP0280,GAR009,USER248,severe,trunk,general_repair,6.715173,80.027865,11.49,Nissan,2019,325625,283619,8,1,0.544,0,2024-09-16,"hood,radiator,rear_bumper",1
REP0281,GAR047,USER061,severe,hood,body_work,6.925182,79.882643,11.27,Suzuki,2012,195135,156308,12,0,0.566,0,2024-01-28,"ac_condenser,front_bumper,hood,paint,tail_light",0
REP0282,GAR065,USER187,moderate,headlight,body_work,6.881536,79.844476,15.88,Toyota,2011,72004,64509,3,1,0.735,1,2024-11-11,"paint,tail_light,trunk_lid",0
REP0283,GAR008,USER192,minor,hood,paint_work,6.779438,79.83019,11.61,Nissan,2020,23039,20163,2,1,0.784,1,2023-06-18,grill,0
REP0284,GAR050,USER128,severe,front_bumper,body_work,6.953087,79.848827,19.54,Mitsubishi,2015,352184,300088,14,0,0.64,0,2023-03-31,"hood,trunk_lid",0
REP0285,GAR086,USER327,minor,headlight,body_work,6.594425,79.907991,18.88,Suzuki,2020,22524,18103,1,1,0.528,0,2024-05-29,"front_bumper,trunk_lid",0
REP0286,GAR094,USER174,moderate,hood,paint_work,7.054975,79.86516,12.91,Nissan,2020,69953,78002,5,1,0.656,0,2023-02-03,headlight,1
REP0287,GAR067,USER023,moderate,headlight,body_work,6.921943,79.758396,14.5,Toyota,2016,83279,95651,6,1,0.692,0,2024-04-25,"grill,side_mirror",0
REP0288,GAR095,USER355,minor,fender,body_work,6.696666,79.804699,6.95,Toyota,2017,25884,23123,2,1,0.639,0,2024-03-12,"rear_bumper,tail_light",0
REP0289,GAR025,USER038,moderate,front_bumper,paint_work,6.83938,80.014394,18.01,Toyota,2021,61275,71967,4,0,0.678,0,2023-06-03,"fender,side_mirror,windshield",0
REP0290,GAR068,USER356,moderate,fender,body_work,6.786956,79.81812,15.86,Toyota,2019,101322,120523,4,0,0.61,1,2024-08-14,"grill,rear_bumper,trunk_lid",1
REP0291,GAR016,USER377,moderate,front_bumper,body_work,6.968869,79.849464,4.4,Toyota,2012,85727,94928,6,1,0.72,1,2023-03-13,ac_condenser,1
REP0292,GAR075,USER241,moderate,rear_bumper,general_repair,6.837091,80.006714,16.44,Honda,2018,75185,83699,7,0,0.655,1,2023-08-25,"hood,trunk_lid",0
REP0293,GAR020,USER029,moderate,trunk,paint_work,6.926529,80.035472,15.95,Suzuki,2014,66235,76969,4,1,0.767,1,2024-08-25,"ac_condenser,door_panel,headlight",1
REP0294,GAR056,USER107,moderate,side_door,body_work,6.873899,79.968319,15.31,Toyota,2019,100129,116467,6,1,0.618,0,2023-10-21,"grill,rear_bumper,tail_light",1
REP0295,GAR096,USER254,minor,side_mirror,electrical,6.794132,79.749797,13.74,Honda,2015,20089,22257,3,1,0.741,1,2023-09-22,windshield,0
REP0296,GAR066,USER001,moderate,side_door,body_work,6.908736,79.930773,13.49,Toyota,2018,77172,67887,3,1,0.544,0,2024-11-04,"door_panel,paint,tail_light",0
REP0297,GAR095,USER188,minor,hood,general_repair,6.795938,79.688829,16.11,Nissan,2024,33946,28037,1,1,0.552,0,2024-04-23,trunk_lid,0
REP0298,GAR057,USER390,minor,hood,engine_repair,6.657918,79.815802,17.39,Suzuki,2015,26046,30195,3,1,0.677,1,2023-06-15,radiator,0
REP0299,GAR007,USER281,moderate,hood,engine_repair,6.886302,79.827658,19.51,Toyota,2017,58438,52428,3,1,0.533,0,2023-01-21,"hood,trunk_lid",1
REP0300,GAR013,USER289,minor,fender,paint_work,6.973097,79.726845,19.76,Toyota,2014,24562,19955,3,1,0.671,0,2023-06-02,headlight,1
REP0301,GAR020,USER039,minor,hood,engine_repair,6.755718,79.916568,13.41,Toyota,2018,22117,26066,1,0,0.556,0,2023-12-02,door_panel,0
REP0302,GAR096,USER116,moderate,side_mirror,body_work,6.75628,79.818425,7.99,Toyota,2012,72677,61011,3,1,0.782,1,2024-05-18,"rear_bumper,side_mirror,trunk_lid",0
REP0303,GAR041,USER035,minor,side_mirror,body_work,6.741763,79.726233,17.58,Honda,2015,27413,30524,1,1,0.663,0,2024-06-16,"ac_condenser,side_mirror",0
REP0304,GAR093,USER044,minor,front_bumper,body_work,6.849993,79.952739,14.38,Toyota,2024,33502,27986,1,1,0.63,0,2024-06-20,"hood,radiator",0
REP0305,GAR002,USER369,minor,side_mirror,general_repair,6.893913,80.014162,11.35,Honda,2015,37311,31987,1,1,0.671,0,2023-02-09,"fender,side_mirror",0
REP0306,GAR061,USER204,moderate,windshield,glass_repair,7.030957,79.874986,11.21,Mercedes,2009,65830,78163,6,1,0.64,0,2023-12-02,"trunk_lid,windshield",0
REP0307,GAR082,USER251,moderate,fender,paint_work,6.79733,80.039156,15.54,Mazda,2008,75357,65164,7,1,0.611,1,2024-07-05,"ac_condenser,grill,side_mirror",1
REP0308,GAR096,USER024,moderate,fender,paint_work,6.764102,79.962614,10.66,Mercedes,2016,84221,96775,7,1,0.765,1,2024-06-28,"headlight,side_mirror",0
REP0309,GAR084,USER297,severe,hood,engine_repair,6.650404,80.071922,17.07,Nissan,2016,354332,295305,8,0,0.539,0,2024-06-03,"grill,hood,rear_bumper,side_mirror",1
REP0310,GAR057,USER390,moderate,fender,general_repair,6.772513,79.85009,9.11,Mercedes,2023,79670,67692,7,1,0.64,0,2024-11-08,side_mirror,0
REP0311,GAR074,USER104,minor,headlight,general_repair,6.978246,79.834407,11.58,Nissan,2019,26617,23703,2,0,0.692,0,2024-03-01,side_mirror,0
REP0312,GAR099,USER106,moderate,windshield,glass_repair,6.993278,79.950467,10.7,Suzuki,2017,98510,87956,3,1,0.625,1,2023-03-11,fender,1
REP0313,GAR099,USER004,moderate,side_mirror,electrical,6.930492,79.898489,2.16,Nissan,2020,78000,90595,7,1,0.733,1,2023-04-14,"ac_condenser,fender,front_bumper",1
REP0314,GAR099,USER353,minor,rear_bumper,paint_work,6.958333,80.045883,16.93,Honda,2021,34534,40310,3,1,0.73,1,2023-12-15,radiator,1
REP0315,GAR097,USER076,severe,hood,engine_repair,6.868364,79.728172,13.6,Suzuki,2023,394351,316547,12,0,0.643,1,2023-10-28,"door_panel,fender,side_mirror",1
REP0316,GAR012,USER199,moderate,headlight,electrical,6.783308,79.760964,15.62,Honda,2016,81033,72156,3,0,0.533,0,2024-10-04,"radiator,rear_bumper",0
REP0317,GAR074,USER331,minor,side_door,paint_work,6.73721,79.839391,16.7,Toyota,2021,34577,31116,2,1,0.624,0,2023-07-31,"paint,side_mirror",0
REP0318,GAR026,USER257,moderate,rear_bumper,paint_work,7.03027,79.953063,19.78,Suzuki,2016,44517,38820,7,1,0.552,0,2023-11-09,"front_bumper,rear_bumper,side_mirror",0
REP0319,GAR063,USER248,minor,rear_bumper,body_work,6.849114,80.051703,11.46,Suzuki,2023,22628,25004,2,1,0.782,1,2023-11-26,paint,0
REP0320,GAR018,USER338,minor,rear_bumper,body_work,6.856592,79.798076,5.08,Toyota,2010,21610,17709,1,1,0.647,0,2023-09-13,"paint,windshield",0
REP0321,GAR075,USER396,moderate,rear_bumper,body_work,6.769263,80.019943,14.73,Toyota,2024,73671,63168,7,1,0.674,0,2024-09-17,"hood,rear_bumper,trunk_lid",0
REP0322,GAR060,USER244,minor,hood,body_work,6.923282,79.909952,10.67,Suzuki,2014,37074,42499,1,1,0.688,1,2024-08-09,"ac_condenser,side_mirror",1
REP0323,GAR038,USER316,moderate,fender,general_repair,6.900869,79.887994,8.33,Toyota,2018,72127,60799,3,0,0.562,0,2024-10-08,fender,0
REP0324,GAR022,USER161,moderate,side_mirror,body_work,6.635011,79.925557,16.03,Mercedes,2013,92364,101801,4,1,0.626,0,2024-10-29,"ac_condenser,radiator,rear_bumper",1
REP0325,GAR090,USER345,severe,headlight,general_repair,6.718341,79.761565,18.79,Honda,2021,161980,136741,14,1,0.504,0,2023-08-26,"headlight,windshield",1
REP0326,GAR082,USER070,severe,windshield,glass_repair,6.668804,79.924142,13.91,Honda,2015,330050,365014,7,0,0.547,0,2023-05-20,"headlight,hood,side_mirror",1
