record_id,garage_id,date,day_of_week,total_bays,occupied_bays,available_bays,utilization_rate,pending_jobs_queue,avg_job_duration_days,estimated_next_available_slot_days,current_workload_level
CAP05234,GAR015,2025-03-23,Sunday,4,1,3,0.25,0,4.48,0.0,low
CAP05235,GAR015,2025-03-24,Monday,4,3,1,0.75,5,4.36,2.83,high
CAP05236,GAR015,2025-03-25,Tuesday,4,3,1,0.75,1,3.71,0.41,high
CAP05237,GAR015,2025-03-26,Wednesday,4,1,3,0.25,0,4.81,0.0,low
CAP05238,GAR015,2025-03-27,Thursday,4,1,3,0.25,0,3.79,0.0,low
CAP05239,GAR015,2025-03-28,Friday,4,3,1,0.75,7,4.22,4.57,high
CAP05240,GAR015,2025-03-29,Saturday,4,3,1,0.75,3,4.0,1.5,high
CAP05241,GAR015,2025-03-30,Sunday,4,2,2,0.5,0,4.11,0.0,moderate
CAP05242,GAR015,2025-03-31,Monday,4,4,0,1.0,15,4.83,10.0,very_high
CAP05243,GAR015,2025-04-01,Tuesday,4,2,2,0.5,0,4.22,0.0,moderate
CAP05244,GAR015,2025-04-02,Wednesday,4,1,3,0.25,0,3.89,0.0,low
CAP05245,GAR015,2025-04-03,Thursday,4,4,0,1.0,12,4.2,10.0,very_high
CAP05246,GAR015,2025-04-04,Friday,4,2,2,0.5,0,4.51,0.0,moderate
CAP05247,GAR015,2025-04-05,Saturday,4,2,2,0.5,0,4.12,0.0,moderate
CAP05248,GAR015,2025-04-06,Sunday,4,2,2,0.5,0,3.63,0.0,moderate
CAP05249,GAR015,2025-04-07,Monday,4,3,1,0.75,4,4.86,2.13,high
CAP05250,GAR015,2025-04-08,Tuesday,4,2,2,0.5,0,4.45,0.0,moderate
CAP05251,GAR015,2025-04-09,Wednesday,4,4,0,1.0,12,4.39,10.0,very_high
CAP05252,GAR015,2025-04-10,Thursday,4,1,3,0.25,0,4.3,0.0,low
CAP05253,GAR015,2025-04-11,Friday,4,2,2,0.5,0,4.02,0.0,moderate
CAP05254,GAR015,2025-04-12,Saturday,4,0,4,0.0,0,4.06,0.0,low
CAP05255,GAR015,2025-04-13,Sunday,4,1,3,0.25,0,4.67,0.0,low
CAP05256,GAR015,2025-04-14,Monday,4,3,1,0.75,1,4.46,0.52,high
CAP05257,GAR015,2025-04-15,Tuesday,4,2,2,0.5,0,4.18,0.0,moderate
CAP05258,GAR015,2025-04-16,Wednesday,4,2,2,0.5,0,3.93,0.0,moderate
CAP05259,GAR015,2025-04-17,Thursday,4,3,1,0.75,4,3.97,1.71,high
CAP05260,GAR015,2025-04-18,Friday,4,4,0,1.0,9,4.05,6.56,very_high
CAP05261,GAR015,2025-04-19,Saturday,4,1,3,0.25,0,4.16,0.0,low
CAP05262,GAR015,2025-04-20,Sunday,4,2,2,0.5,0,4.46,0.0,moderate
CAP05263,GAR015,2025-04-21,Monday,4,3,1,0.75,6,3.93,2.68,high
CAP05264,GAR015,2025-04-22,Tuesday,4,1,3,0.25,0,4.39,0.0,low
CAP05265,GAR015,2025-04-23,Wednesday,4,3,1,0.75,0,4.73,0.0,high
CAP05266,GAR015,2025-04-24,Thursday,4,2,2,0.5,0,4.27,0.0,moderate
CAP05267,GAR015,2025-04-25,Friday,4,1,3,0.25,0,3.91,0.0,low
CAP05268,GAR015,2025-04-26,Saturday,4,1,3,0.25,0,4.13,0.0,low
CAP05269,GAR015,2025-04-27,Sunday,4,2,2,0.5,0,4.28,0.0,moderate
CAP05270,GAR015,2025-04-28,Monday,4,4,0,1.0,7,4.53,6.12,very_high
CAP05271,GAR015,2025-04-29,Tuesday,4,0,4,0.0,0,4.52,0.0,low
CAP05272,GAR015,2025-04-30,Wednesday,4,3,1,0.75,2,3.97,0.87,high
CAP05273,GAR015,2025-05-01,Thursday,4,1,3,0.25,0,4.19,0.0,low
CAP05274,GAR015,2025-05-02,Friday,4,1,3,0.25,0,4.87,0.0,low
CAP05275,GAR015,2025-05-03,Saturday,4,1,3,0.25,0,4.26,0.0,low
CAP05276,GAR015,2025-05-04,Sunday,4,2,2,0.5,0,4.05,0.0,moderate
CAP05277,GAR015,2025-05-05,Monday,4,3,1,0.75,2,3.94,1.1,high
CAP05278,GAR015,2025-05-06,Tuesday,4,2,2,0.5,0,4.71,0.0,moderate
CAP05279,GAR015,2025-05-07,Wednesday,4,2,2,0.5,0,3.97,0.0,moderate
CAP05280,GAR015,2025-05-08,Thursday,4,3,1,0.75,2,3.61,1.0,high
CAP05281,GAR015,2025-05-09,Friday,4,1,3,0.25,0,2.98,0.0,low
CAP05282,GAR015,2025-05-10,Saturday,4,3,1,0.75,5,4.21,3.23,high
CAP05283,GAR015,2025-05-11,Sunday,4,0,4,0.0,0,3.75,0.0,low
CAP05284,GAR015,2025-05-12,Monday,4,3,1,0.75,4,4.78,2.94,high
CAP05285,GAR015,2025-05-13,Tuesday,4,3,1,0.75,3,5.43,1.91,high
CAP05286,GAR015,2025-05-14,Wednesday,4,4,0,1.0,12,4.19,8.02,very_high
CAP05287,GAR015,2025-05-15,Thursday,4,3,1,0.75,5,3.98,2.64,high
CAP05288,GAR015,2025-05-16,Friday,4,2,2,0.5,0,3.86,0.0,moderate
CAP05289,GAR015,2025-05-17,Saturday,4,3,1,0.75,3,4.29,1.9,high
CAP05290,GAR015,2025-05-18,Sunday,4,1,3,0.25,0,4.37,0.0,low
CAP05291,GAR015,2025-05-19,Monday,4,3,1,0.75,2,3.92,0.81,high
CAP05292,GAR015,2025-05-20,Tuesday,4,3,1,0.75,2,4.77,1.24,high
CAP05293,GAR015,2025-05-21,Wednesday,4,2,2,0.5,0,3.66,0.0,moderate
CAP05294,GAR015,2025-05-22,Thursday,4,2,2,0.5,0,3.94,0.0,moderate
CAP05295,GAR015,2025-05-23,Friday,4,2,2,0.5,0,4.68,0.0,moderate
CAP05296,GAR015,2025-05-24,Saturday,4,2,2,0.5,0,5.18,0.0,moderate
CAP05297,GAR015,2025-05-25,Sunday,4,3,1,0.75,3,3.85,1.54,high
CAP05298,GAR015,2025-05-26,Monday,4,4,0,1.0,9,5.19,7.13,very_high
CAP05299,GAR015,2025-05-27,Tuesday,4,4,0,1.0,9,3.94,6.03,very_high
CAP05300,GAR015,2025-05-28,Wednesday,4,3,1,0.75,2,4.5,1.0,high
CAP05301,GAR015,2025-05-29,Thursday,4,4,0,1.0,9,4.05,8.42,very_high
CAP05302,GAR015,2025-05-30,Friday,4,3,1,0.75,6,3.72,2.97,high
CAP05303,GAR015,2025-05-31,Saturday,4,2,2,0.5,0,3.56,0.0,moderate
CAP05304,GAR015,2025-06-01,Sunday,4,1,3,0.25,0,3.34,0.0,low
CAP05305,GAR015,2025-06-02,Monday,4,2,2,0.5,0,4.57,0.0,moderate
CAP05306,GAR015,2025-06-03,Tuesday,4,3,1,0.75,1,3.71,0.57,high
CAP05307,GAR015,2025-06-04,Wednesday,4,4,0,1.0,11,3.61,7.9,very_high
CAP05308,GAR015,2025-06-05,Thursday,4,4,0,1.0,9,4.98,7.38,very_high
CAP05309,GAR015,2025-06-06,Friday,4,3,1,0.75,1,4.28,0.59,high
CAP05310,GAR015,2025-06-07,Saturday,4,1,3,0.25,0,4.52,0.0,low
CAP05311,GAR015,2025-06-08,Sunday,4,2,2,0.5,0,3.84,0.0,moderate
CAP05312,GAR015,2025-06-09,Monday,4,3,1,0.75,2,3.76,1.09,high
CAP05313,GAR015,2025-06-10,Tuesday,4,2,2,0.5,0,4.41,0.0,moderate
CAP05314,GAR015,2025-06-11,Wednesday,4,4,0,1.0,10,4.22,6.29,very_high
CAP05315,GAR015,2025-06-12,Thursday,4,2,2,0.5,0,4.08,0.0,moderate
CAP05316,GAR015,2025-06-13,Friday,4,3,1,0.75,4,4.04,2.21,high
CAP05317,GAR015,2025-06-14,Saturday,4,2,2,0.5,0,4.12,0.0,moderate
CAP05318,GAR015,2025-06-15,Sunday,4,3,1,0.75,3,4.58,2.0,high
CAP05319,GAR015,2025-06-16,Monday,4,3,1,0.75,2,4.07,1.29,high
CAP05320,GAR015,2025-06-17,Tuesday,4,3,1,0.75,4,3.99,2.2,high
CAP05321,GAR015,2025-06-18,Wednesday,4,2,2,0.5,0,4.33,0.0,moderate
CAP05322,GAR015,2025-06-19,Thursday,4,3,1,0.75,5,4.27,3.4,high
CAP05323,GAR015,2025-06-20,Friday,4,3,1,0.75,6,4.26,3.13,high
CAP05324,GAR015,2025-06-21,Saturday,4,2,2,0.5,0,3.24,0.0,moderate
CAP05325,GAR015,2025-06-22,Sunday,4,2,2,0.5,0,4.32,0.0,moderate
CAP05326,GAR015,2025-06-23,Monday,4,4,0,1.0,8,4.62,8.4,very_high
CAP05327,GAR015,2025-06-24,Tuesday,4,2,2,0.5,0,4.58,0.0,moderate
CAP05328,GAR015,2025-06-25,Wednesday,4,3,1,0.75,5,4.19,3.16,high
CAP05329,GAR015,2025-06-26,Thursday,4,2,2,0.5,0,4.73,0.0,moderate
CAP05330,GAR015,2025-06-27,Friday,4,4,0,1.0,10,4.33,8.7,very_high
CAP05331,GAR015,2025-06-28,Saturday,4,2,2,0.5,0,3.68,0.0,moderate
CAP05332,GAR015,2025-06-29,Sunday,4,1,3,0.25,0,4.45,0.0,low
CAP05333,GAR015,2025-06-30,Monday,4,4,0,1.0,10,4.53,8.71,very_high
CAP05334,GAR015,2025-07-01,Tuesday,4,4,0,1.0,12,4.68,10.0,very_high
CAP05335,GAR015,2025-07-02,Wednesday,4,1,3,0.25,0,4.15,0.0,low
CAP05336,GAR015,2025-07-03,Thursday,4,3,1,0.75,3,3.74,1.21,high
CAP05337,GAR015,2025-07-04,Friday,4,1,3,0.25,0,4.04,0.0,low
CAP05338,GAR015,2025-07-05,Saturday,4,1,3,0.25,0,4.01,0.0,low
CAP05339,GAR015,2025-07-06,Sunday,4,1,3,0.25,0,4.39,0.0,low
CAP05340,GAR015,2025-07-07,Monday,4,3,1,0.75,4,5.06,3.27,high
CAP05341,GAR015,2025-07-08,Tuesday,4,1,3,0.25,0,3.09,0.0,low
CAP05342,GAR015,2025-07-09,Wednesday,4,4,0,1.0,9,4.99,7.48,very_high
CAP05343,GAR015,2025-07-10,Thursday,4,3,1,0.75,5,4.49,2.83,high
CAP05344,GAR015,2025-07-11,Friday,4,2,2,0.5,0,4.24,0.0,moderate
CAP05345,GAR015,2025-07-12,Saturday,4,2,2,0.5,0,4.35,0.0,moderate
CAP05346,GAR015,2025-07-13,Sunday,4,1,3,0.25,0,4.03,0.0,low
CAP05347,GAR015,2025-07-14,Monday,4,2,2,0.5,0,3.81,0.0,moderate
CAP05348,GAR015,2025-07-15,Tuesday,4,1,3,0.25,0,4.03,0.0,low
CAP05349,GAR015,2025-07-16,Wednesday,4,2,2,0.5,0,3.9,0.0,moderate
CAP05350,GAR015,2025-07-17,Thursday,4,3,1,0.75,5,4.81,3.23,high
CAP05351,GAR015,2025-07-18,Friday,4,4,0,1.0,10,5.19,10.0,very_high
CAP05352,GAR015,2025-07-19,Saturday,4,2,2,0.5,0,4.42,0.0,moderate
CAP05353,GAR015,2025-07-20,Sunday,4,2,2,0.5,0,4.49,0.0,moderate
CAP05354,GAR015,2025-07-21,Monday,4,3,1,0.75,4,3.9,1.65,high
CAP05355,GAR015,2025-07-22,Tuesday,4,3,1,0.75,2,4.13,1.21,high
CAP05356,GAR015,2025-07-23,Wednesday,4,1,3,0.25,0,4.22,0.0,low
CAP05357,GAR015,2025-07-24,Thursday,4,2,2,0.5,0,3.99,0.0,moderate
CAP05358,GAR015,2025-07-25,Friday,4,3,1,0.75,3,3.8,1.26,high
CAP05359,GAR015,2025-07-26,Saturday,4,3,1,0.75,3,3.69,1.34,high
CAP05360,GAR015,2025-07-27,Sunday,4,2,2,0.5,0,3.88,0.0,moderate
CAP05361,GAR015,2025-07-28,Monday,4,4,0,1.0,4,4.75,5.06,very_high
CAP05362,GAR015,2025-07-29,Tuesday,4,2,2,0.5,0,3.48,0.0,moderate
CAP05363,GAR015,2025-07-30,Wednesday,4,3,1,0.75,2,4.11,1.01,high
CAP05364,GAR015,2025-07-31,Thursday,4,3,1,0.75,4,4.05,2.52,high
CAP05365,GAR015,2025-08-01,Friday,4,1,3,0.25,0,3.45,0.0,low
CAP05366,GAR015,2025-08-02,Saturday,4,2,2,0.5,0,4.02,0.0,moderate
CAP05367,GAR015,2025-08-03,Sunday,4,1,3,0.25,0,4.14,0.0,low
CAP05368,GAR015,2025-08-04,Monday,4,3,1,0.75,5,4.37,3.4,high
CAP05369,GAR015,2025-08-05,Tuesday,4,3,1,0.75,2,4.34,1.07,high
CAP05370,GAR015,2025-08-06,Wednesday,4,4,0,1.0,10,3.94,6.33,very_high
CAP05371,GAR015,2025-08-07,Thursday,4,2,2,0.5,0,3.89,0.0,moderate
CAP05372,GAR015,2025-08-08,Friday,4,3,1,0.75,4,4.5,2.48,high
CAP05373,GAR015,2025-08-09,Saturday,4,2,2,0.5,0,3.72,0.0,moderate
CAP05374,GAR015,2025-08-10,Sunday,4,1,3,0.25,0,4.2,0.0,low
CAP05375,GAR015,2025-08-11,Monday,4,3,1,0.75,4,4.35,2.6,high
CAP05376,GAR015,2025-08-12,Tuesday,4,3,1,0.75,1,4.43,0.68,high
CAP05377,GAR015,2025-08-13,Wednesday,4,3,1,0.75,3,3.76,1.42,high
CAP05378,GAR015,2025-08-14,Thursday,4,3,1,0.75,4,4.12,2.14,high
CAP05379,GAR015,2025-08-15,Friday,4,1,3,0.25,0,3.97,0.0,low
CAP05380,GAR015,2025-08-16,Saturday,4,3,1,0.75,4,4.43,2.39,high
CAP05381,GAR015,2025-08-17,Sunday,4,2,2,0.5,0,4.27,0.0,moderate
CAP05382,GAR015,2025-08-18,Monday,4,2,2,0.5,0,4.08,0.0,moderate
CAP05383,GAR015,2025-08-19,Tuesday,4,3,1,0.75,6,4.16,2.67,high
CAP05384,GAR015,2025-08-20,Wednesday,4,2,2,0.5,0,4.46,0.0,moderate
CAP05385,GAR015,2025-08-21,Thursday,4,3,1,0.75,4,3.21,1.58,high
CAP05386,GAR015,2025-08-22,Friday,4,3,1,0.75,2,4.67,1.18,high
CAP05387,GAR015,2025-08-23,Saturday,4,2,2,0.5,0,4.38,0.0,moderate
CAP05388,GAR015,2025-08-24,Sunday,4,2,2,0.5,0,4.59,0.0,moderate
CAP05389,GAR015,2025-08-25,Monday,4,3,1,0.75,6,4.53,3.54,high
CAP05390,GAR015,2025-08-26,Tuesday,4,3,1,0.75,6,4.37,3.08,high
CAP05391,GAR015,2025-08-27,Wednesday,4,3,1,0.75,6,4.08,3.38,high
CAP05392,GAR015,2025-08-28,Thursday,4,4,0,1.0,8,3.91,6.23,very_high
CAP05393,GAR015,2025-08-29,Friday,4,2,2,0.5,0,4.99,0.0,moderate
CAP05394,GAR015,2025-08-30,Saturday,4,3,1,0.75,3,3.87,1.31,high
CAP05395,GAR015,2025-08-31,Sunday,4,1,3,0.25,0,4.46,0.0,low
CAP05396,GAR015,2025-09-01,Monday,4,4,0,1.0,11,4.46,6.88,very_high
CAP05397,GAR015,2025-09-02,Tuesday,4,2,2,0.5,0,3.8,0.0,moderate
CAP05398,GAR015,2025-09-03,Wednesday,4,3,1,0.75,3,4.18,1.5,high
CAP05399,GAR015,2025-09-04,Thursday,4,3,1,0.75,3,3.83,1.68,high
CAP05400,GAR015,2025-09-05,Friday,4,1,3,0.25,0,5.41,0.0,low
CAP05401,GAR015,2025-09-06,Saturday,4,1,3,0.25,0,3.64,0.0,low
CAP05402,GAR015,2025-09-07,Sunday,4,1,3,0.25,0,4.03,0.0,low
CAP05403,GAR015,2025-09-08,Monday,4,4,0,1.0,9,4.72,5.91,very_high
CAP05404,GAR015,2025-09-09,Tuesday,4,4,0,1.0,12,4.45,8.02,very_high
CAP05405,GAR015,2025-09-10,Wednesday,4,3,1,0.75,5,4.68,3.06,high
CAP05406,GAR015,2025-09-11,Thursday,4,2,2,0.5,0,3.78,0.0,moderate
CAP05407,GAR015,2025-09-12,Friday,4,1,3,0.25,0,3.87,0.0,low
CAP05408,GAR015,2025-09-13,Saturday,4,2,2,0.5,0,4.38,0.0,moderate
CAP05409,GAR015,2025-09-14,Sunday,4,2,2,0.5,0,3.58,0.0,moderate
CAP05410,GAR015,2025-09-15,Monday,4,4,0,1.0,9,3.68,7.51,very_high
CAP05411,GAR015,2025-09-16,Tuesday,4,3,1,0.75,7,4.86,3.49,high
CAP05412,GAR015,2025-09-17,Wednesday,4,0,4,0.0,0,3.79,0.0,low
CAP05413,GAR015,2025-09-18,Thursday,4,3,1,0.75,2,3.98,0.92,high
CAP05414,GAR015,2025-09-19,Friday,4,3,1,0.75,5,4.55,2.33,high
CAP05415,GAR015,2025-09-20,Saturday,4,2,2,0.5,0,4.38,0.0,moderate
CAP05416,GAR015,2025-09-21,Sunday,4,2,2,0.5,0,4.02,0.0,moderate
CAP05417,GAR015,2025-09-22,Monday,4,2,2,0.5,0,3.95,0.0,moderate
CAP05418,GAR015,2025-09-23,Tuesday,4,2,2,0.5,0,4.31,0.0,moderate
CAP05419,GAR015,2025-09-24,Wednesday,4,3,1,0.75,5,3.62,2.38,high
CAP05420,GAR015,2025-09-25,Thursday,4,3,1,0.75,1,4.31,0.7,high
CAP05421,GAR015,2025-09-26,Friday,4,0,4,0.0,0,3.69,0.0,low
CAP05422,GAR015,2025-09-27,Saturday,4,1,3,0.25,0,3.8,0.0,low
CAP05423,GAR015,2025-09-28,Sunday,4,2,2,0.5,0,4.04,0.0,moderate
CAP05424,GAR015,2025-09-29,Monday,4,3,1,0.75,0,4.11,0.0,high
CAP05425,GAR015,2025-09-30,Tuesday,4,3,1,0.75,5,3.54,2.19,high
CAP05426,GAR015,2025-10-01,Wednesday,4,2,2,0.5,0,3.87,0.0,moderate
CAP05427,GAR015,2025-10-02,Thursday,4,3,1,0.75,1,4.67,0.56,high
CAP05428,GAR015,2025-10-03,Friday,4,1,3,0.25,0,4.35,0.0,low
CAP05429,GAR015,2025-10-04,Saturday,4,2,2,0.5,0,3.89,0.0,moderate
CAP05430,GAR015,2025-10-05,Sunday,4,2,2,0.5,0,3.87,0.0,moderate
CAP05431,GAR015,2025-10-06,Monday,4,2,2,0.5,0,3.31,0.0,moderate
CAP05432,GAR015,2025-10-07,Tuesday,4,2,2,0.5,0,4.01,0.0,moderate
CAP05433,GAR015,2025-10-08,Wednesday,4,1,3,0.25,0,3.74,0.0,low
CAP05434,GAR015,2025-10-09,Thursday,4,4,0,1.0,4,4.52,3.98,very_high
CAP05435,GAR015,2025-10-10,Friday,4,2,2,0.5,0,4.78,0.0,moderate
CAP05436,GAR015,2025-10-11,Saturday,4,0,4,0.0,0,4.04,0.0,low
CAP05437,GAR015,2025-10-12,Sunday,4,2,2,0.5,0,3.79,0.0,moderate
CAP05438,GAR015,2025-10-13,Monday,4,4,0,1.0,9,5.01,7.94,very_high
CAP05439,GAR015,2025-10-14,Tuesday,4,2,2,0.5,0,3.94,0.0,moderate
CAP05440,GAR015,2025-10-15,Wednesday,4,3,1,0.75,3,4.06,1.64,high
CAP05441,GAR015,2025-10-16,Thursday,4,1,3,0.25,0,4.11,0.0,low
CAP05442,GAR015,2025-10-17,Friday,4,3,1,0.75,1,3.33,0.47,high
CAP05443,GAR015,2025-10-18,Saturday,4,2,2,0.5,0,4.01,0.0,moderate
CAP05444,GAR015,2025-10-19,Sunday,4,0,4,0.0,0,3.89,0.0,low
CAP05445,GAR015,2025-10-20,Monday,4,3,1,0.75,2,4.31,0.93,high
CAP05446,GAR015,2025-10-21,Tuesday,4,4,0,1.0,14,5.0,10.0,very_high
CAP05447,GAR015,2025-10-22,Wednesday,4,4,0,1.0,7,4.22,6.97,very_high
CAP05448,GAR015,2025-10-23,Thursday,4,1,3,0.25,0,3.75,0.0,low
CAP05449,GAR015,2025-10-24,Friday,4,1,3,0.25,0,4.54,0.0,low
CAP05450,GAR015,2025-10-25,Saturday,4,1,3,0.25,0,4.16,0.0,low
CAP05451,GAR015,2025-10-26,Sunday,4,2,2,0.5,0,4.42,0.0,moderate
CAP05452,GAR015,2025-10-27,Monday,4,3,1,0.75,3,4.28,1.76,high
CAP05453,GAR015,2025-10-28,Tuesday,4,3,1,0.75,2,3.62,1.0,high
CAP05454,GAR015,2025-10-29,Wednesday,4,4,0,1.0,6,5.11,7.54,very_high
CAP05455,GAR015,2025-10-30,Thursday,4,3,1,0.75,4,3.98,1.87,high
CAP05456,GAR015,2025-10-31,Friday,4,3,1,0.75,3,3.86,1.87,high
CAP05457,GAR015,2025-11-01,Saturday,4,1,3,0.25,0,4.41,0.0,low
CAP05458,GAR015,2025-11-02,Sunday,4,1,3,0.25,0,3.7,0.0,low
CAP05459,GAR015,2025-11-03,Monday,4,2,2,0.5,0,4.25,0.0,moderate
CAP05460,GAR015,2025-11-04,Tuesday,4,3,1,0.75,2,4.56,1.13,high
CAP05461,GAR015,2025-11-05,Wednesday,4,2,2,0.5,0,3.94,0.0,moderate
CAP05462,GAR015,2025-11-06,Thursday,4,1,3,0.25,0,3.94,0.0,low
CAP05463,GAR015,2025-11-07,Friday,4,2,2,0.5,0,3.43,0.0,moderate
CAP05464,GAR015,2025-11-08,Saturday,4,2,2,0.5,0,4.42,0.0,moderate
CAP05465,GAR015,2025-11-09,Sunday,4,2,2,0.5,0,4.23,0.0,moderate
CAP05466,GAR015,2025-11-10,Monday,4,3,1,0.75,6,4.19,3.27,high
CAP05467,GAR015,2025-11-11,Tuesday,4,4,0,1.0,5,5.4,4.48,very_high
CAP05468,GAR015,2025-11-12,Wednesday,4,2,2,0.5,0,4.14,0.0,moderate
CAP05469,GAR015,2025-11-13,Thursday,4,2,2,0.5,0,3.88,0.0,moderate
CAP05470,GAR015,2025-11-14,Friday,4,2,2,0.5,0,4.24,0.0,moderate
CAP05471,GAR015,2025-11-15,Saturday,4,2,2,0.5,0,4.08,0.0,moderate
CAP05472,GAR015,2025-11-16,Sunday,4,0,4,0.0,0,3.41,0.0,low
CAP05473,GAR015,2025-11-17,Monday,4,3,1,0.75,2,4.51,1.12,high
CAP05474,GAR015,2025-11-18,Tuesday,4,0,4,0.0,0,3.1,0.0,low
CAP05475,GAR015,2025-11-19,Wednesday,4,1,3,0.25,0,4.46,0.0,low
CAP05476,GAR016,2024-11-20,Wednesday,4,1,3,0.25,0,3.83,0.0,low
CAP05477,GAR016,2024-11-21,Thursday,4,1,3,0.25,0,3.62,0.0,low
CAP05478,GAR016,2024-11-22,Friday,4,3,1,0.75,4,3.14,1.71,high
CAP05479,GAR016,2024-11-23,Saturday,4,3,1,0.75,4,3.79,2.03,high
CAP05480,GAR016,2024-11-24,Sunday,4,1,3,0.25,0,3.35,0.0,low
CAP05481,GAR016,2024-11-25,Monday,4,2,2,0.5,0,3.06,0.0,moderate
CAP05482,GAR016,2024-11-26,Tuesday,4,3,1,0.75,3,3.34,1.05,high
CAP05483,GAR016,2024-11-27,Wednesday,4,1,3,0.25,0,3.36,0.0,low
CAP05484,GAR016,2024-11-28,Thursday,4,3,1,0.75,5,3.36,2.44,high
CAP05485,GAR016,2024-11-29,Friday,4,1,3,0.25,0,3.07,0.0,low
CAP05486,GAR016,2024-11-30,Saturday,4,1,3,0.25,0,3.82,0.0,low
CAP05487,GAR016,2024-12-01,Sunday,4,3,1,0.75,2,3.66,0.92,high
CAP05488,GAR016,2024-12-02,Monday,4,4,0,1.0,7,4.2,6.72,very_high
CAP05489,GAR016,2024-12-03,Tuesday,4,2,2,0.5,0,3.15,0.0,moderate
CAP05490,GAR016,2024-12-04,Wednesday,4,4,0,1.0,5,3.54,4.83,very_high
CAP05491,GAR016,2024-12-05,Thursday,4,2,2,0.5,0,3.13,0.0,moderate
CAP05492,GAR016,2024-12-06,Friday,4,3,1,0.75,3,3.61,1.23,high
CAP05493,GAR016,2024-12-07,Saturday,4,3,1,0.75,4,3.12,1.47,high
CAP05494,GAR016,2024-12-08,Sunday,4,1,3,0.25,0,3.6,0.0,low
CAP05495,GAR016,2024-12-09,Monday,4,3,1,0.75,5,3.4,2.06,high
CAP05496,GAR016,2024-12-10,Tuesday,4,4,0,1.0,6,3.05,5.57,very_high
CAP05497,GAR016,2024-12-11,Wednesday,4,2,2,0.5,0,3.68,0.0,moderate
CAP05498,GAR016,2024-12-12,Thursday,4,3,1,0.75,1,3.08,0.35,high
CAP05499,GAR016,2024-12-13,Friday,4,1,3,0.25,0,3.96,0.0,low
CAP05500,GAR016,2024-12-14,Saturday,4,3,1,0.75,3,4.28,1.45,high
CAP05501,GAR016,2024-12-15,Sunday,4,3,1,0.75,6,3.47,2.32,high
CAP05502,GAR016,2024-12-16,Monday,4,2,2,0.5,0,3.4,0.0,moderate
CAP05503,GAR016,2024-12-17,Tuesday,4,2,2,0.5,0,3.38,0.0,moderate
CAP05504,GAR016,2024-12-18,Wednesday,4,1,3,0.25,0,3.67,0.0,low
CAP05505,GAR016,2024-12-19,Thursday,4,2,2,0.5,0,3.66,0.0,moderate
CAP05506,GAR016,2024-12-20,Friday,4,4,0,1.0,10,3.57,6.97,very_high
CAP05507,GAR016,2024-12-21,Saturday,4,3,1,0.75,2,3.96,1.2,high
CAP05508,GAR016,2024-12-22,Sunday,4,1,3,0.25,0,2.89,0.0,low
CAP05509,GAR016,2024-12-23,Monday,4,2,2,0.5,0,3.62,0.0,moderate
CAP05510,GAR016,2024-12-24,Tuesday,4,3,1,0.75,3,3.75,1.55,high
CAP05511,GAR016,2024-12-25,Wednesday,4,4,0,1.0,8,2.75,3.9,very_high
CAP05512,GAR016,2024-12-26,Thursday,4,3,1,0.75,2,3.28,1.06,high
CAP05513,GAR016,2024-12-27,Friday,4,2,2,0.5,0,3.4,0.0,moderate
CAP05514,GAR016,2024-12-28,Saturday,4,4,0,1.0,15,3.73,9.23,very_high
CAP05515,GAR016,2024-12-29,Sunday,4,3,1,0.75,2,3.28,0.91,high
CAP05516,GAR016,2024-12-30,Monday,4,3,1,0.75,3,3.15,1.29,high
CAP05517,GAR016,2024-12-31,Tuesday,4,3,1,0.75,5,4.04,2.41,high
CAP05518,GAR016,2025-01-01,Wednesday,4,3,1,0.75,3,3.89,1.89,high
CAP05519,GAR016,2025-01-02,Thursday,4,4,0,1.0,8,3.95,6.03,very_high
CAP05520,GAR016,2025-01-03,Friday,4,2,2,0.5,0,3.86,0.0,moderate
CAP05521,GAR016,2025-01-04,Saturday,4,1,3,0.25,0,3.75,0.0,low
CAP05522,GAR016,2025-01-05,Sunday,4,1,3,0.25,0,3.3,0.0,low
CAP05523,GAR016,2025-01-06,Monday,4,4,0,1.0,5,3.92,4.62,very_high
CAP05524,GAR016,2025-01-07,Tuesday,4,2,2,0.5,0,3.77,0.0,moderate
CAP05525,GAR016,2025-01-08,Wednesday,4,2,2,0.5,0,3.05,0.0,moderate
CAP05526,GAR016,2025-01-09,Thursday,4,4,0,1.0,10,4.01,8.26,very_high
CAP05527,GAR016,2025-01-10,Friday,4,1,3,0.25,0,3.85,0.0,low
CAP05528,GAR016,2025-01-11,Saturday,4,2,2,0.5,0,3.04,0.0,moderate
CAP05529,GAR016,2025-01-12,Sunday,4,2,2,0.5,0,3.75,0.0,moderate
CAP05530,GAR016,2025-01-13,Monday,4,2,2,0.5,0,3.46,0.0,moderate
CAP05531,GAR016,2025-01-14,Tuesday,4,3,1,0.75,3,3.87,1.88,high
CAP05532,GAR016,2025-01-15,Wednesday,4,2,2,0.5,0,3.09,0.0,moderate
CAP05533,GAR016,2025-01-16,Thursday,4,3,1,0.75,3,3.75,1.53,high
CAP05534,GAR016,2025-01-17,Friday,4,3,1,0.75,1,3.39,0.49,high
CAP05535,GAR016,2025-01-18,Saturday,4,1,3,0.25,0,3.5,0.0,low
CAP05536,GAR016,2025-01-19,Sunday,4,2,2,0.5,0,3.5,0.0,moderate
